date,year,month,site_region,commissioning_date_yyyymm,planned_uptime_in_percent,planned_energy_from_pv_in_kwh,planned_energy_from_hydro_in_kwh,planned_energy_from_dg_in_kwh,planned_total_energy_produced_in_kwh,planned_fuel_consumption_liters,expected_energy_from_pv_in_kwh,actual_irradiation_w2,actual_uptime_in_percent,actual_energy_from_pv_kwh,actual_energy_from_hydro_kwh,actual_energy_from_dg_kwh,actual_total_energy_produced_in_kwh,actual_fuel_consumption_liters,actual_energy_exported_to_dn_kwh,actual_ref,actual_ur,actual_distribution_losses,actual_energy_consumption_kwh
2023-03-07,2023,3,S3,May-2021,100,581,0,145,581,41,436,222.58,100,306.97999999999996,0,0,306.97999999999996,0,280.5,100,48.3,-9,254
2023-03-08,2023,3,S3,May-2021,100,581,0,145,581,41,436,262.95,100,310.97999999999996,0,0,310.97999999999996,0,299.1,100,51.5,-9,273.2
2023-03-09,2023,3,S3,May-2021,100,581,0,145,581,41,436,245.34,100,309.46999999999997,0,0,309.46999999999997,0,262.6,100,45.2,-8,241.2
2023-03-10,2023,3,S3,May-2021,100,581,0,145,581,41,436,189.48,100,260.44,0,0,260.44,0,252.2,100,43.4,-7,235.4
2023-03-11,2023,3,S3,May-2021,100,581,0,145,581,41,436,233.77,100,282.76,0,0,282.76,0,265.4,100,45.7,-8,244.7
2023-03-12,2023,3,S3,May-2021,100,581,0,145,581,41,436,228.31,100,291.82,0,0,291.82,0,260.5,100,44.8,-7,242.6
2023-03-13,2023,3,S3,May-2021,100,581,0,145,581,41,436,207.93,100,281.36,0,0,281.36,0,251.7,100,43.3,-10,225.8
2023-03-14,2023,3,S3,May-2021,100,581,0,145,581,41,436,99.02,100,273.71999999999997,0,0,273.71999999999997,0,241.3,100,41.5,-8,223.2
2023-03-15,2023,3,S3,May-2021,100,581,0,145,581,41,436,170.58,100,262.66,0,0,262.66,0,249.4,100,42.9,-9,225.9
2023-03-16,2023,3,S3,May-2021,100,581,0,145,581,41,436,175.45,100,283.68,0,0,283.68,0,269.8,100,46.4,-9,244.4
2023-03-17,2023,3,S3,May-2021,100,581,0,145,581,41,436,234.86,100,265.51,0,0,265.51,0,245.4,100,42.2,-9,223.8
2023-03-18,2023,3,S3,May-2021,100,581,0,145,581,41,436,151.2,100,265.26,0,0,265.26,0,235,100,40.4,-8,215.9
2023-03-19,2023,3,S3,May-2021,100,581,0,145,581,41,436,269.54,100,250.05,0,0,250.05,0,274.6,100,47.2,-8,252
2023-03-20,2023,3,S3,May-2021,100,581,0,145,581,41,436,252.6,100,254.42000000000002,0,0,254.42000000000002,0,234.9,100,40.4,-8,216.7
2023-03-21,2023,3,S3,May-2021,100,581,0,145,581,41,436,224.96,100,324.24,0,0,324.24,0,252.2,100,43.4,-7,234.7
2023-03-22,2023,3,S3,May-2021,100,581,0,145,581,41,436,73.45,100,269.81,0,0,269.81,0,240.9,100,41.4,-4,232.4
2023-03-23,2023,3,S3,May-2021,100,581,0,145,581,41,436,106.55,100,279.21,0,0,279.21,0,261,100,44.9,-9,238.2
2023-03-24,2023,3,S3,May-2021,100,581,0,145,581,41,436,226.43,100,283.78,0,0,283.78,0,268.3,100,46.2,-11,238.9
2023-03-25,2023,3,S3,May-2021,100,581,0,145,581,41,436,255.39,100,294.78999999999996,0,0,294.78999999999996,0,273,100,47,-10,245.7
2023-03-26,2023,3,S3,May-2021,100,581,0,145,581,41,436,261.87,100,193.29,0,0,193.29,0,267,100,45.9,-9,243.5
2023-03-27,2023,3,S3,May-2021,100,581,0,145,581,41,436,158.51,100,302.95,0,76.7,379.65000000000003,25,245.4,79.8,42.2,-6,231.2
2023-03-28,2023,3,S3,May-2021,100,581,0,145,581,41,436,198.95,100,242.5,0,0,242.5,0,250.5,100,43.1,-9,227.4
2023-03-29,2023,3,S3,May-2021,100,581,0,145,581,41,436,121.46,100,307.4,0,0,307.4,0,260.7,100,44.9,-9,238
2023-03-30,2023,3,S3,May-2021,100,581,0,145,581,41,436,170.69,100,285.06,0,0,285.06,0,270.1,100,46.5,-10,243.4
2023-03-31,2023,3,S3,May-2021,100,581,0,145,581,41,436,212.64,100,144.32000000000002,0,92.8,237.12,30,260.1,60.86,44.7,-10,234.3
2023-04-01,2023,4,S3,May-2021,100,581,0,145,581,41,436,259.43,100,321.78999999999996,0,0,321.78999999999996,0,255.9,100,44,-9,233.5
2023-04-02,2023,4,S3,May-2021,100,581,0,145,581,41,436,251.12,100,273.24,0,0,273.24,0,275.9,100,47.5,-8,253.5
2023-04-03,2023,4,S3,May-2021,100,581,0,145,581,41,436,151.42,100,310.02,0,0,310.02,0,248.3,100,42.7,-8,228.4
2023-04-04,2023,4,S3,May-2021,100,581,0,145,581,41,436,169.79,100,272.48999999999995,0,0,272.48999999999995,0,249.6,100,42.9,-8,228.5
2023-04-05,2023,4,S3,May-2021,100,581,0,145,581,41,436,235.58,100,278.87,0,0,278.87,0,263.5,100,45.3,-9,241.1
2023-04-06,2023,4,S3,May-2021,100,581,0,145,581,41,436,229.12,100,278.87,0,0,278.87,0,280.9,100,48.3,-9,256.6
2023-04-07,2023,4,S3,May-2021,100,581,0,145,581,41,436,209.25,100,304.52,0,0,304.52,0,280.6,100,48.3,-5,266.7
2023-04-08,2023,4,S3,May-2021,100,581,0,145,581,41,436,109.09,100,304.22999999999996,0,0,304.22999999999996,0,308.3,100,53,-7,285.4
2023-04-09,2023,4,S3,May-2021,100,581,0,145,581,41,436,174.27,100,352.92999999999995,0,0,352.92999999999995,0,335.6,100,57.7,-7,310.9
2023-04-10,2023,4,S3,May-2021,100,581,0,145,581,41,436,233.9,100,330.47999999999996,0,0,330.47999999999996,0,281.9,100,48.5,-9,256
2023-04-11,2023,4,S3,May-2021,100,581,0,145,581,41,436,238.85,100,275.7,0,0,275.7,0,256.4,100,44.1,-7,238.3
2023-04-12,2023,4,S3,May-2021,100,581,0,145,581,41,436,198.72,100,285.91999999999996,0,0,285.91999999999996,0,248.7,100,42.8,-7,231.1
2023-04-13,2023,4,S3,May-2021,100,581,0,145,581,41,436,121.51,100,279.77,0,0,279.77,0,258.3,100,44.4,-8,237
2023-04-14,2023,4,S3,May-2021,100,581,0,145,581,41,436,181.89,100,283.89,0,0,283.89,0,258,100,44.4,-7,240.4
2023-04-15,2023,4,S3,May-2021,100,581,0,145,581,41,436,171.15,100,261.22999999999996,0,0,261.22999999999996,0,246.7,100,42.4,-6,230.8
2023-04-16,2023,4,S3,May-2021,100,581,0,145,581,41,436,176.95,100,285.39,0,0,285.39,0,275.6,100,47.4,-7,255.6
2023-04-17,2023,4,S3,May-2021,100,581,0,145,581,41,436,165.29,100,285,0,0,285,0,238.5,100,41,-8,220
2023-04-18,2023,4,S3,May-2021,100,581,0,145,581,41,436,231.68,100,247.92000000000002,0,0,247.92000000000002,0,232.6,100,40,-8,215
2023-04-19,2023,4,S3,May-2021,100,581,0,145,581,41,436,238.58,100,264.63,0,0,264.63,0,236.2,100,40.6,-7,220.1
2023-04-20,2023,4,S3,May-2021,100,581,0,145,581,41,436,117.91,100,281.15000000000003,0,0,281.15000000000003,0,273.2,100,47,-10,245.1
2023-04-21,2023,4,S3,May-2021,100,581,0,145,581,41,436,182.41,100,306.31,0,0,306.31,0,269,100,46.3,-5,254.8
2023-04-22,2023,4,S3,May-2021,100,581,0,145,581,41,436,177.07,100,288.74,0,0,288.74,0,260.4,100,44.8,-9,236.4
2023-04-23,2023,4,S3,May-2021,100,581,0,145,581,41,436,174.49,100,196.54,0,0,196.54,0,243,100,41.8,-7,227.1
2023-04-24,2023,4,S3,May-2021,100,581,0,145,581,41,436,157.16,100,305.75,0,39,344.75,13,255.6,88.69,44,-8,235.7
2023-04-25,2023,4,S3,May-2021,100,581,0,145,581,41,436,224.72,100,201.43,0,0,201.43,0,238.3,100,41,-7,220.5
2023-04-26,2023,4,S3,May-2021,100,581,0,145,581,41,436,213.08,100,326.95,0,30.3,357.25,10,273,91.52,47,-10,245
2023-04-27,2023,4,S3,May-2021,100,581,0,145,581,41,436,220.43,100,268.5,0,0,268.5,0,247.4,100,42.6,-7,229.1
2023-04-28,2023,4,S3,May-2021,100,581,0,145,581,41,436,260.74,100,250.47,0,0,250.47,0,233.1,100,40.1,-4,224.3
2023-04-29,2023,4,S3,May-2021,100,581,0,145,581,41,436,189.2,100,282.41999999999996,0,0,282.41999999999996,0,251.1,100,43.2,-7,232.4
2023-04-30,2023,4,S3,May-2021,100,581,0,145,581,41,436,245.36,100,249.83,0,0,249.83,0,248.8,100,42.8,-7,231.4
2023-05-01,2023,5,S3,May-2021,100,581,0,145,581,41,436,231.89,100,282.68,0,0,282.68,0,236.4,100,40.7,-9,215.5
2023-05-02,2023,5,S3,May-2021,100,581,0,145,581,41,436,211.74,100,252.57,0,0,252.57,0,230.1,100,39.6,-9,210.4
2023-05-03,2023,5,S3,May-2021,100,581,0,145,581,41,436,239.29,100,242.78,0,0,242.78,0,261.3,100,45,-9,237
2023-05-04,2023,5,S3,May-2021,100,581,0,145,581,41,436,242.92,100,293.46,0,0,293.46,0,245,100,42.2,-9,222.9
2023-05-05,2023,5,S3,May-2021,100,581,0,145,581,41,436,177.67,100,290.51,0,0,290.51,0,256.6,100,44.1,-6,240.1
2023-05-06,2023,5,S3,May-2021,100,581,0,145,581,41,436,161.76,100,272.35,0,0,272.35,0,259.9,100,44.7,-8,238
2023-05-07,2023,5,S3,May-2021,100,581,0,145,581,41,436,242.16,100,311.36,0,0,311.36,0,295.8,100,50.9,-9,268
2023-05-08,2023,5,S3,May-2021,100,581,0,145,581,41,436,216.05,100,313.24,0,0,313.24,0,268.6,100,46.2,-9,243.9
2023-05-09,2023,5,S3,May-2021,100,581,0,145,581,41,436,198.01,100,265.65000000000003,0,0,265.65000000000003,0,268.5,100,46.2,-8,246.6
2023-05-10,2023,5,S3,May-2021,100,581,0,145,581,41,436,223.98,100,308.21999999999997,0,0,308.21999999999997,0,250,100,43,-11,221.9
2023-05-11,2023,5,S3,May-2021,100,581,0,145,581,41,436,232.94,100,274.89,0,0,274.89,0,263.6,100,45.4,-9,240.2
2023-05-12,2023,5,S3,May-2021,100,581,0,145,581,41,436,230.97,100,275.01,0,0,275.01,0,244.4,100,42,-4,234.9
2023-05-13,2023,5,S3,May-2021,100,581,0,145,581,41,436,203.2,100,295.40999999999997,0,0,295.40999999999997,0,283.8,100,48.8,-8,260.3
2023-05-14,2023,5,S3,May-2021,100,581,0,145,581,41,436,80.27,100,323.69,0,0,323.69,0,311.2,100,53.5,-9,283.4
2023-05-15,2023,5,S3,May-2021,100,581,0,145,581,41,436,234.56,100,316.87,0,0,316.87,0,287.1,100,49.4,-9,260.9
2023-05-16,2023,5,S3,May-2021,100,581,0,145,581,41,436,223.55,100,276.12,0,0,276.12,0,264.8,100,45.6,-9,241.9
2023-05-17,2023,5,S3,May-2021,100,581,0,145,581,41,436,77.01,100,307.33,0,0,307.33,0,263.9,100,45.4,-8,242.1
2023-05-18,2023,5,S3,May-2021,100,581,0,145,581,41,436,162.44,100,259.07,0,0,259.07,0,252.7,100,43.5,-10,228.2
2023-05-19,2023,5,S3,May-2021,100,581,0,145,581,41,436,213.73,100,295.96,0,0,295.96,0,253.4,100,43.6,-5,241.7
2023-05-20,2023,5,S3,May-2021,100,581,0,145,581,41,436,211.82,100,288.12,0,0,288.12,0,271,100,46.6,-7,251.3
2023-05-21,2023,5,S3,May-2021,100,581,0,145,581,41,436,230.24,100,288.12,0,0,288.12,0,280.2,100,48.2,-9,255.7
2023-05-22,2023,5,S3,May-2021,100,581,0,145,581,41,436,144.06,100,295.33,0,0,295.33,0,250.8,100,43.1,-8,230.9
2023-05-23,2023,5,S3,May-2021,100,581,0,145,581,41,436,232.88,100,259.64000000000004,0,0,259.64000000000004,0,246.6,100,42.4,-7,229.2
2023-05-24,2023,5,S3,May-2021,100,581,0,145,581,41,436,205.58,100,274.09,0,0,274.09,0,236.7,100,40.7,-8,217.5
2023-05-25,2023,5,S3,May-2021,100,581,0,145,581,41,436,188.01,100,240.23999999999998,0,0,240.23999999999998,0,250.3,100,43.1,-6,234.2
2023-05-26,2023,5,S3,May-2021,100,581,0,145,581,41,436,197.93,100,262.35,0,0,262.35,0,237.5,100,40.9,-5,225.4
2023-05-27,2023,5,S3,May-2021,100,581,0,145,581,41,436,235.2,100,301.07,0,0,301.07,0,263.1,100,45.3,-7,244.7
2023-05-28,2023,5,S3,May-2021,100,581,0,145,581,41,436,241.9,100,295.65000000000003,0,0,295.65000000000003,0,279.2,100,48,-7,260.3
2023-05-29,2023,5,S3,May-2021,100,581,0,145,581,41,436,246.28,100,294.28,0,0,294.28,0,258.9,100,44.5,-7,240
2023-05-30,2023,5,S3,May-2021,100,581,0,145,581,41,436,242.03,100,272.87,0,0,272.87,0,248.7,100,42.8,-8,227.8
2023-05-31,2023,5,S3,May-2021,100,581,0,145,581,41,436,148.05,100,269.61,0,0,269.61,0,262.9,100,45.2,-8,240.6
2023-06-01,2023,6,S3,May-2021,100,581,0,145,581,41,436,140.03,100,269.94,0,0,269.94,0,241,100,41.5,-10,217.5
2023-06-02,2023,6,S3,May-2021,100,581,0,145,581,41,436,165.01,100,247.70999999999998,0,0,247.70999999999998,0,234.2,100,40.3,-4,224.6
2023-06-03,2023,6,S3,May-2021,100,581,0,145,581,41,436,219.64,100,269.14000000000004,0,0,269.14000000000004,0,259.1,100,44.6,-8,238.1
2023-06-04,2023,6,S3,May-2021,100,581,0,145,581,41,436,212.03,100,307.41999999999996,0,0,307.41999999999996,0,271.8,100,46.8,-10,245
2023-06-05,2023,6,S3,May-2021,100,581,0,145,581,41,436,160.27,100,275.89,0,0,275.89,0,249.7,100,43,-10,225.1
2023-06-06,2023,6,S3,May-2021,100,581,0,145,581,41,436,175.29,100,275.47999999999996,0,0,275.47999999999996,0,244,100,42,-9,221.8
2023-06-07,2023,6,S3,May-2021,100,581,0,145,581,41,436,96.19,100,277.48999999999995,0,0,277.48999999999995,0,253.3,100,43.6,-9,229.9
2023-06-08,2023,6,S3,May-2021,100,581,0,145,581,41,436,202.79,100,271.61,0,0,271.61,0,241.8,100,41.6,-8,222
2023-06-09,2023,6,S3,May-2021,100,581,0,145,581,41,436,225.66,100,250.7,0,0,250.7,0,236.5,100,40.7,-5,223.6
2023-06-10,2023,6,S3,May-2021,100,581,0,145,581,41,436,213.25,100,253.67,0,0,253.67,0,249.2,100,42.9,-1,246.2
2023-06-11,2023,6,S3,May-2021,100,581,0,145,581,41,436,216.32,100,305.58,0,0,305.58,0,256.2,100,44.1,-7,238
2023-06-12,2023,6,S3,May-2021,100,581,0,145,581,41,436,95.38,100,266.62,0,0,266.62,0,251.6,100,43.3,-7,233.4
2023-06-13,2023,6,S3,May-2021,100,581,0,145,581,41,436,205.06,100,274.81,0,0,274.81,0,247,100,42.5,-8,227.9
2023-06-14,2023,6,S3,May-2021,100,581,0,145,581,41,436,224.24,100,261.38,0,0,261.38,0,238.8,100,41.1,-7,222.2
2023-06-15,2023,6,S3,May-2021,100,581,0,145,581,41,436,224.05,100,261.36,0,0,261.36,0,257,100,44.2,-8,237.5
2023-06-16,2023,6,S3,May-2021,100,581,0,145,581,41,436,212.84,100,285.94,0,0,285.94,0,249.6,100,42.9,-4,240.3
2023-06-17,2023,6,S3,May-2021,100,581,0,145,581,41,436,187.35,100,285.15000000000003,0,0,285.15000000000003,0,255.7,100,44,-8,235.3
2023-06-18,2023,6,S3,May-2021,100,581,0,145,581,41,436,191.14,100,289.12,0,0,289.12,0,277.5,100,47.7,-7,257.8
2023-06-19,2023,6,S3,May-2021,100,581,0,145,581,41,436,189.05,100,257.63,0,0,257.63,0,251.4,100,43.3,-8,231.9
2023-06-20,2023,6,S3,May-2021,100,581,0,145,581,41,436,218.03,100,306.26,0,0,306.26,0,255,100,43.9,-7,238.3
2023-06-21,2023,6,S3,May-2021,100,581,0,145,581,41,436,187.43,100,275.01,0,0,275.01,0,251.8,100,43.3,-8,232.5
2023-06-22,2023,6,S3,May-2021,100,581,0,145,581,41,436,56.6,100,249.22,0,0,249.22,0,244.6,100,42.1,-7,228.3
2023-06-23,2023,6,S3,May-2021,100,581,0,145,581,41,436,225.38,100,299.72999999999996,0,0,299.72999999999996,0,237,100,40.8,-4,227.6
2023-06-24,2023,6,S3,May-2021,100,581,0,145,581,41,436,181.85,100,261.7,0,0,261.7,0,249.4,100,42.9,-7,231.1
2023-06-25,2023,6,S3,May-2021,100,581,0,145,581,41,436,152.71,100,284.87,0,0,284.87,0,264,100,45.4,-7,244.4
2023-06-26,2023,6,S3,May-2021,100,581,0,145,581,41,436,150.88,100,250.88000000000002,0,0,250.88000000000002,0,233.2,100,40.1,-7,216.5
2023-06-27,2023,6,S3,May-2021,100,581,0,145,581,41,436,199.45,100,289.22999999999996,0,0,289.22999999999996,0,258.9,100,44.5,-7,240.6
2023-06-28,2023,6,S3,May-2021,100,581,0,145,581,41,436,220.9,100,176.9,0,37.7,214.6,15,260.8,82.43,44.9,-7,242.2
2023-06-29,2023,6,S3,May-2021,100,581,0,145,581,41,436,227.84,100,327.46999999999997,0,24.8,352.27,8,263.9,92.96,45.4,-7,246.4
2023-06-30,2023,6,S3,May-2021,100,581,0,145,581,41,436,176.95,100,237.92000000000002,0,0,237.92000000000002,0,264.4,100,45.5,-6,248
2023-07-01,2023,7,S3,May-2021,100,581,0,145,581,41,436,120.59,100,306.56,0,33.4,339.96,10,253.4,90.18,43.6,-8,233.8
2023-07-02,2023,7,S3,May-2021,100,581,0,145,581,41,436,104.19,100,283.84000000000003,0,0,283.84000000000003,0,281.8,100,48.5,-6,265.3
2023-07-03,2023,7,S3,May-2021,100,581,0,145,581,41,436,142.28,100,299.64000000000004,0,0,299.64000000000004,0,257.2,100,44.2,-8,235.9
2023-07-04,2023,7,S3,May-2021,100,581,0,145,581,41,436,136.86,100,266.6,0,0,266.6,0,238.8,100,41.1,-7,221.8
2023-07-05,2023,7,S3,May-2021,100,581,0,145,581,41,436,172.48,100,256.89,0,0,256.89,0,236.6,100,40.7,-7,220.3
2023-07-06,2023,7,S3,May-2021,100,581,0,145,581,41,436,138.22,100,227.53,0,0,227.53,0,235.3,100,40.5,-7,218.7
2023-07-07,2023,7,S3,May-2021,100,581,0,145,581,41,436,180.3,100,283.44,0,0,283.44,0,226.2,100,38.9,-4,216.4
2023-07-08,2023,7,S3,May-2021,100,581,0,145,581,41,436,168.03,100,272.76,0,0,272.76,0,245.7,100,42.3,-7,227.3
2023-07-09,2023,7,S3,May-2021,100,581,0,145,581,41,436,171.18,100,253.32000000000002,0,0,253.32000000000002,0,241.7,100,41.6,-6,226
2023-07-10,2023,7,S3,May-2021,100,581,0,145,581,41,436,213.14,100,281.16,0,0,281.16,0,252.3,100,43.4,-9,230.8
2023-07-11,2023,7,S3,May-2021,100,581,0,145,581,41,436,91.73,100,251.18,0,0,251.18,0,248.5,100,42.8,-8,229.5
2023-07-12,2023,7,S3,May-2021,100,581,0,145,581,41,436,112.19,99.98,274.51,0,0,274.51,0,230.2,100,39.6,-8,211.6
2023-07-13,2023,7,S3,May-2021,100,581,0,145,581,41,436,163.61,100,252.20999999999998,0,0,252.20999999999998,0,238.1,100,41,-7,220.4
2023-07-14,2023,7,S3,May-2021,100,581,0,145,581,41,436,193.96,100,249.64,0,0,249.64,0,233.2,100,40.1,-4,224.3
2023-07-15,2023,7,S3,May-2021,100,581,0,145,581,41,436,225.7,100,287.9,0,0,287.9,0,249.5,100,42.9,-7,231.4
2023-07-16,2023,7,S3,May-2021,100,581,0,145,581,41,436,143.47,100,274.66,0,0,274.66,0,267.7,100,46.1,-6,250.8
2023-07-17,2023,7,S3,May-2021,100,581,0,145,581,41,436,223.52,100,286.36,0,0,286.36,0,255.4,100,43.9,-8,235.7
2023-07-18,2023,7,S3,May-2021,100,581,0,145,581,41,436,150.65,100,275.7,0,0,275.7,0,255.5,100,44,-8,236.3
2023-07-19,2023,7,S3,May-2021,100,581,0,145,581,41,436,141.72,100,271.21,0,0,271.21,0,238.1,100,41,-7,221.3
2023-07-20,2023,7,S3,May-2021,100,581,0,145,581,41,436,201.08,100,250.54,0,0,250.54,0,234.3,100,40.3,-7,217.1
2023-07-21,2023,7,S3,May-2021,100,581,0,145,581,41,436,126.64,99.97,235.69,0,0,235.69,0,246,100,42.3,-16,207.4
2023-07-22,2023,7,S3,May-2021,100,581,0,145,581,41,436,126.63,100,285.67,0,0,285.67,0,236.7,100,40.7,4,245.2
2023-07-23,2023,7,S3,May-2021,100,581,0,145,581,41,436,152.01,100,294.86,0,0,294.86,0,229.3,100,39.4,11,254.2
2023-07-24,2023,7,S3,May-2021,100,581,0,145,581,41,436,149.96,100,274.61,0,0,274.61,4,236.4,100,40.7,-6,222.5
2023-07-25,2023,7,S3,May-2021,100,581,0,145,581,41,436,74.76,100,257.4,0,0,257.4,0,239,100,41.1,-7,222.5
2023-07-26,2023,7,S3,May-2021,100,581,0,145,581,41,436,227.91,100,187.95000000000002,0,0,187.95000000000002,0,197.7,100,34,-16,165.2
2023-07-27,2023,7,S3,May-2021,100,581,0,145,581,41,436,224.86,100,216.94,0,0,216.94,0,179.6,100,30.9,-13,155.7
2023-07-28,2023,7,S3,May-2021,100,581,0,145,581,41,436,177.25,100,254.54,0,0,254.54,0,250.3,100,43.1,-7,232.5
2023-07-29,2023,7,S3,May-2021,100,581,0,145,581,41,436,209.39,100,259.48999999999995,0,0,259.48999999999995,0,259.4,100,44.6,-13,224.7
2023-07-30,2023,7,S3,May-2021,100,581,0,145,581,41,436,222.6,100,285.03,0,0,285.03,0,224.5,100,38.6,8,241.4
2023-07-31,2023,7,S3,May-2021,100,581,0,145,581,41,436,212.84,100,260.36,0,0,260.36,0,224,100,38.5,-1,221.7
2023-08-01,2023,8,S3,May-2021,100,581,0,145,581,41,436,145.43,100,254.59,0,0,254.59,0,228.4,100,39.3,-6,214.3
2023-08-02,2023,8,S3,May-2021,100,581,0,145,581,41,436,182.52,100,261.64000000000004,0,0,261.64000000000004,0,240.9,100,41.4,-7,223.3
2023-08-03,2023,8,S3,May-2021,100,581,0,145,581,41,436,233.85,100,271.14000000000004,0,0,271.14000000000004,0,251.8,100,43.3,-8,231.6
2023-08-04,2023,8,S3,May-2021,100,581,0,145,581,41,436,82.33,100,270.47999999999996,0,0,270.47999999999996,0,232.8,100,40.1,-5,222.2
2023-08-05,2023,8,S3,May-2021,100,581,0,145,581,41,436,130.22,100,270.07,0,0,270.07,0,249.5,100,42.9,-7,232
2023-08-06,2023,8,S3,May-2021,100,581,0,145,581,41,436,148.53,99.74,253.09,0,0,253.09,0,261.1,100,44.9,-8,241.3
2023-08-07,2023,8,S3,May-2021,100,581,0,145,581,41,436,59.26,100,NA,0,247.3,247.3,83,249.4,0,42.9,-8,228.5
2023-08-08,2023,8,S3,May-2021,100,581,0,145,581,41,436,204.23,100,266.90999999999997,0,0,266.90999999999997,0,240.5,100,41.4,-7,222.6
2023-08-09,2023,8,S3,May-2021,100,581,0,145,581,41,436,235.93,99.98,239.31,0,0,239.31,0,241.2,100,41.5,-8,223
2023-08-10,2023,8,S3,May-2021,100,581,0,145,581,41,436,174.07,100,187.91,0,0,187.91,0,235.4,100,40.5,-8,217
2023-08-11,2023,8,S3,May-2021,100,581,0,145,581,41,436,223.68,100,317.51,0,40.6,358.11,13,226.6,88.66,39,-4,216.5
2023-08-12,2023,8,S3,May-2021,100,581,0,145,581,41,436,171.28,100,261.04,0,0,261.04,0,246.5,100,42.4,-7,230.3
2023-08-13,2023,8,S3,May-2021,100,581,0,145,581,41,436,179.45,100,273.69,0,0,273.69,0,249,100,42.8,-3,240.9
2023-08-14,2023,8,S3,May-2021,100,581,0,145,581,41,436,269.78,100,278.24,0,0,278.24,0,258.4,100,44.5,-6,242.7
2023-08-15,2023,8,S3,May-2021,100,581,0,145,581,41,436,174.4,100,294.27,0,0,294.27,0,255.2,100,43.9,-9,233
2023-08-16,2023,8,S3,May-2021,100,581,0,145,581,41,436,142.71,100,254.18,0,0,254.18,0,235.4,100,40.5,-7,218.1
2023-08-17,2023,8,S3,May-2021,100,581,0,145,581,41,436,240.77,99.58,268.7,0,0,268.7,0,246.6,100,42.4,-7,229.3
2023-08-18,2023,8,S3,May-2021,100,581,0,145,581,41,436,270.73,100,255.02,0,0,255.02,0,227.9,100,39.2,-4,219.1
2023-08-19,2023,8,S3,May-2021,100,581,0,145,581,41,436,142.88,93.62,234.06,0,0,234.06,0,226.1,100,38.9,-7,209.7
2023-08-20,2023,8,S3,May-2021,100,581,0,145,581,41,436,260.32,100,234.06,0,0,234.06,0,269.8,100,46.4,-7,251.2
2023-08-21,2023,8,S3,May-2021,100,581,0,145,581,41,436,134.42,100,270.21999999999997,0,4.1,274.32,1.3,238.7,98.51,41.1,-8,218.9
2023-08-22,2023,8,S3,May-2021,100,581,0,145,581,41,436,236.6,100,263,0,0,263,0,252.5,100,43.4,-8,231.8
2023-08-23,2023,8,S3,May-2021,100,581,0,145,581,41,436,208.39,100,262.06,0,0,262.06,0,242.9,100,41.8,-7,226.4
2023-08-24,2023,8,S3,May-2021,100,581,0,145,581,41,436,244.1,100,275.1,0,0,275.1,0,248.2,100,42.7,-8,229.2
2023-08-25,2023,8,S3,May-2021,100,581,0,145,581,41,436,210.73,100,273.71999999999997,0,0,273.71999999999997,0,244.9,100,42.1,-3,236.5
2023-08-26,2023,8,S3,May-2021,100,581,0,145,581,41,436,232.32,100,254.91,0,0,254.91,0,248.8,100,42.8,-6,232.7
2023-08-27,2023,8,S3,May-2021,100,581,0,145,581,41,436,288.25,100,274.76,0,0,274.76,0,248.8,100,42.8,-3,242.1
2023-08-28,2023,8,S3,May-2021,100,581,0,145,581,41,436,272.7,100,262.34000000000003,0,0,262.34000000000003,0,251.7,100,43.3,-12,221.5
2023-08-29,2023,8,S3,May-2021,100,581,0,145,581,41,436,205.93,99.98,283.36,0,0,283.36,0,231.2,100,39.8,-4,222.4
2023-08-30,2023,8,S3,May-2021,100,581,0,145,581,41,436,239.67,100,235.22,0,0,235.22,0,209.3,100,36,-7,194.6
2023-08-31,2023,8,S3,May-2021,100,581,0,145,581,41,436,209.25,100,262.91999999999996,0,0,262.91999999999996,0,242.2,100,41.7,-8,223.1
2023-09-01,2023,9,S3,May-2021,100,581,0,145,581,41,436,238.46,100,231.03,0,0,231.03,0,211.8,100,36.4,-3,205.3
2023-09-02,2023,9,S3,May-2021,100,581,0,145,581,41,436,160.95,100,250.20999999999998,0,0,250.20999999999998,0,250.9,100,43.2,-7,233.2
2023-09-03,2023,9,S3,May-2021,100,581,0,145,581,41,436,257.18,100,306.31,0,0,306.31,0,284.2,100,48.9,-7,264.6
2023-09-04,2023,9,S3,May-2021,100,581,0,145,581,41,436,213,100,287.46,0,0,287.46,0,239.7,100,41.2,-4,229
2023-09-05,2023,9,S3,May-2021,100,581,0,145,581,41,436,219.24,100,263.52,0,0,263.52,0,241.9,100,41.6,-4,232
2023-09-06,2023,9,S3,May-2021,100,581,0,145,581,41,436,220.14,100,278.95,0,0,278.95,0,246.7,100,42.4,-8,225.9
2023-09-07,2023,9,S3,May-2021,100,581,0,145,581,41,436,238.23,100,251.95000000000002,0,0,251.95000000000002,0,230.5,100,39.7,-7,213.6
2023-09-08,2023,9,S3,May-2021,100,581,0,145,581,41,436,199.55,100,251.59,0,0,251.59,0,215.8,100,37.1,-4,206.1
2023-09-09,2023,9,S3,May-2021,100,581,0,145,581,41,436,129.14,100,226.85000000000002,0,0,226.85000000000002,0,194.8,100,33.5,-7,180.6
2023-09-10,2023,9,S3,May-2021,100,581,0,145,581,41,436,226.52,100,206.62,0,0,206.62,0,176.7,100,30.4,-6,166.8
