Date,Year,Month,Site Region,Commissioning date (YYYY-MM),Planned Uptime (in %),Planned Energy from PV (in kWh),Planned Energy from Hydro (in kWh),Planned Energy from DG (in kWh),Planned Total Energy produced (in kWh),Planned Fuel Consumption (Liters),Expected Energy from PV (in kWh),Actual Irradiation (W/2),Actual Uptime (in %),Actual Energy from PV (kWh),Actual Energy from Hydro (kWh),Actual Energy from DG (kWh),Actual Total Energy produced (in kWh),Actual Fuel Consumption (Liters),Actual Energy Exported to DN (KWh),Actual REF (%),Actual UR (%),Actual Distribution losses (%),Actual Energy Consumption (kWh)
07/16/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,092",167.64,100.00%,"1,143",0,0,"1,143",0,971,100%,18%,-100%,
07/17/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,659",186.31,100.00%,"1,146",0,0,"1,146",0,960,100%,18%,-100%,
07/18/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,081",101.42,100.00%,"1,138",0,0,"1,138",0,984,100%,18%,-100%,
07/19/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,556",182.92,100.00%,"1,187",0,0,"1,187",0,1003,100%,19%,-100%,
07/20/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,132",201.86,100.00%,"1,145",0,0,"1,145",0,978,100%,18%,-100%,
07/21/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,716",89.43,100.00%,"1,127",0,0,"1,127",0,994,100%,19%,-100%,
07/22/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,782",157.43,100.00%,"1,228",0,0,"1,228",0,1018,100%,19%,-100%,
07/23/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,924",195.04,100.00%,"1,196",0,0,"1,196",0,1009,100%,19%,-100%,
07/24/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,624",86.40,100.00%,"1,187",0,0,"1,187",0,1007,100%,19%,-100%,
07/25/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,986",197.08,100.00%,"1,162",0,0,"1,162",0,1003,100%,19%,-100%,
07/26/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,215",237.53,100.00%,"1,178",0,0,"1,178",0,990,100%,19%,-100%,
07/27/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,130",70.12,100.00%,"1,171",0,0,"1,171",0,993,100%,19%,-100%,
07/28/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,619",217.91,100.00%,"1,162",0,0,"1,162",0,987,100%,19%,-100%,
07/29/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,717",254.05,100.00%,"1,183",0,0,"1,183",0,1011,100%,19%,-100%,
07/30/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,860",225.85,100.00%,"1,153",0,0,"1,153",0,1009,100%,19%,-100%,
07/31/2020,2020,7,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,624",250.98,100.00%,"1,202",0,0,"1,202",0,986,100%,18%,-100%,
08/01/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,096",266.54,100.00%,"1,161",0,0,"1,161",0,977,100%,18%,-100%,
08/02/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,000",263.38,100.00%,"1,166",0,0,"1,166",0,980,100%,18%,-100%,
08/03/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,320",240.98,100.00%,"1,125",0,0,"1,125",0,1010,100%,19%,-100%,
08/04/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,739",188.93,100.00%,"1,253",0,0,"1,253",0,1007,100%,19%,-100%,
08/05/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,905",161.48,100.00%,"1,179",0,0,"1,179",0,1011,100%,19%,-100%,
08/06/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,372",242.69,100.00%,"1,045",0,0,"1,045",0,869,100%,16%,-100%,
08/07/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,435",146.00,100.00%,"1,120",0,0,"1,120",0,975,100%,18%,-100%,
08/08/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,101",167.92,100.00%,"1,220",0,0,"1,220",0,1018,100%,19%,-100%,
08/09/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,349",176.09,100.00%,"1,198",0,0,"1,198",0,1031,100%,19%,-100%,
08/10/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,226",237.90,100.00%,"1,183",0,0,"1,183",0,988,100%,19%,-100%,
08/11/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,160",169.88,100.00%,"1,176",0,0,"1,176",0,1030,100%,19%,-100%,
08/12/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,294",108.45,100.00%,"1,160",0,0,"1,160",0,1042,100%,20%,-100%,
08/13/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,152",202.53,100.00%,"1,286",0,0,"1,286",0,1031,100%,19%,-100%,
08/14/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,158",136.90,100.00%,"1,208",0,0,"1,208",0,1030,100%,19%,-100%,
08/15/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,212",138.66,100.00%,"1,170",0,0,"1,170",0,1016,100%,19%,-100%,
08/16/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,502",214.05,100.00%,"1,241",0,0,"1,241",0,1028,100%,19%,-100%,
08/17/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,065",232.60,100.00%,"1,205",0,0,"1,205",0,1031,100%,19%,-100%,
08/18/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,325",208.22,100.00%,"1,175",0,0,"1,175",0,1033,100%,19%,-100%,
08/19/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,617",152.01,100.00%,"1,239",0,0,"1,239",0,1037,100%,19%,-100%,
08/20/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,778",157.31,100.00%,"1,255",0,0,"1,255",0,1039,100%,19%,-100%,
08/21/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,201",138.29,100.00%,"1,180",0,0,"1,180",0,1046,100%,20%,-100%,
08/22/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,023",165.38,100.00%,"1,229",0,0,"1,229",0,1016,100%,19%,-100%,
08/23/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,145",235.24,100.00%,"1,195",0,0,"1,195",0,1021,100%,19%,-100%,
08/24/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,076",134.18,100.00%,"1,195",0,0,"1,195",0,1009,100%,19%,-100%,
08/25/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,757",156.62,100.00%,"1,215",0,0,"1,215",0,1054,100%,20%,-100%,
08/26/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,225",204.94,100.00%,"1,204",0,0,"1,204",0,1028,100%,19%,-100%,
08/27/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,505",214.17,100.00%,"1,219",0,0,"1,219",0,1008,100%,19%,-100%,
08/28/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,633",185.45,100.00%,"1,216",0,0,"1,216",0,1017,100%,19%,-100%,
08/29/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,101",135.02,100.00%,"1,147",0,0,"1,147",0,978,100%,18%,-100%,
08/30/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,381",144.23,100.00%,"1,225",0,0,"1,225",0,1026,100%,19%,-100%,
08/31/2020,2020,8,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,754",123.59,100.00%,"1,196",0,0,"1,196",0,1029,100%,19%,-100%,
09/01/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,046",199.06,100.00%,1182,0,0,1182,0,997,100%,19%,-100%,
09/02/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,830",257.79,100.00%,809,0,606.1,1415.1,79,930,57%,17%,-100%,
09/03/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,460",245.58,100.00%,17,0,770.3,787,161,997,2%,19%,-100%,
09/04/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,738",188.92,100.00%,"1,078",0,4.9,"1,083",0,1054,100%,20%,-100%,
09/05/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,611",217.64,100.00%,"1,172",0,0,"1,172",0,1041,100%,20%,-100%,
09/06/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,571",84.63,100.00%,1007,0,0,1007,0,1027,100%,19%,-100%,
09/07/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,207",72.66,100.00%,935,0,0,935,0,1043,100%,20%,-100%,
09/08/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,514",148.60,100.00%,"1,111",0,0,"1,111",0,1055,100%,20%,-100%,
09/09/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,706",154.94,100.00%,"1,033",0,0,"1,033",0,1064,100%,20%,-100%,
09/10/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,470",245.94,100.00%,,0,0,0,0,1054,#DIV/0!,20%,-100%,
09/11/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,229",205.08,100.00%,1177,0,0,1177,0,1051,100%,20%,-100%,
09/12/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,055",67.64,100.00%,985,0,0,985,0,1076,100%,20%,-100%,
09/13/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,899",194.19,100.00%,"1,055",0,0,"1,055",0,1081,100%,20%,-100%,
09/14/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,123",201.57,100.00%,"1,172",0,4.1,"1,176",0,1086,100%,20%,-100%,
09/15/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,256",238.89,100.00%,"1,132",0,235.5,"1,368",45,1078,83%,20%,-100%,
09/16/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,030",165.59,100.00%,"1,074",0,0,"1,074",0,1079,100%,20%,-100%,
09/17/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,068",265.60,100.00%,"1,196",0,247.4,"1,443",47,1088,83%,20%,-100%,
09/18/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,247",271.52,100.00%,"1,255",0,0,"1,255",0,1084,100%,20%,-100%,
09/19/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,035",231.60,100.00%,"1,220",0,0,"1,220",0,1073,100%,20%,-100%,
09/20/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,295",174.31,100.00%,"1,032",0,0,"1,032",0,1093,100%,20%,-100%,
09/21/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,529",182.04,100.00%,1085,0,178,1263,57,1048,86%,20%,-100%,
09/22/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,043",198.93,100.00%,928,0,136.2,"1,064",42,1099,87%,21%,-100%,
09/23/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,285",108.15,100.00%,"1,300",0,200.2,"1,500",62,1121,87%,21%,-100%,
09/24/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,669",219.55,100.00%,"1,264",0,0,"1,264",0,1126,100%,21%,-100%,
09/25/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,068",133.91,100.00%,"1,184",0,0,"1,184",0,1087,100%,20%,-100%,
09/26/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,062",166.64,100.00%,"1,064",0,267.8,"1,332",82,1140,80%,21%,-100%,
09/27/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,997",230.35,100.00%,"1,149",0,0,"1,149",0,1114,100%,21%,-100%,
09/28/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,579",183.68,100.00%,"1,171",0,326.8,"1,498",102,1138,78%,21%,-100%,
09/29/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,170",170.20,100.00%,"1,280",0,5.2,"1,285",0,1146,100%,21%,-100%,
09/30/2020,2020,9,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,459",212.63,100.00%,"1,312",0,0,"1,312",0,1141,100%,21%,-100%,
10/01/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,195",138.10,100.00%,"1,145",0,0,"1,145",0,1134,100%,21%,-100%,
10/02/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,789",256.41,100.00%,"1,137",0,312.1,"1,449",60,1110,78%,21%,-100%,
10/03/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,630",218.28,100.00%,"1,124",0,4.3,"1,128",0,1108,100%,21%,-100%,
10/04/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,746",156.26,100.00%,"1,237",0,262,"1,499",84,1128,83%,21%,-100%,
10/05/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,605",283.30,100.00%,"1,321",0,0,"1,321",0,1137,100%,21%,-100%,
10/06/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,243",205.52,100.00%,"1,261",0,0,"1,261",0,1151,100%,22%,-100%,
10/07/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,983",164.05,100.00%,"1,155",0,5.2,"1,160",0,1180,100%,22%,-100%,
10/08/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"10,460",344.37,100.00%,"1,070",0,307.6,"1,378",59,702,78%,13%,-100%,
10/09/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,934",96.60,100.00%,"1,627",0,4.5,"1,632",0,1627,100%,31%,-100%,
10/10/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,704",220.71,100.00%,"1,125",0,0,"1,125",0,1165,100%,22%,-100%,
10/11/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,756",255.34,100.00%,"1,083",0,9.7,"1,093",0,981,99%,18%,-100%,
10/12/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,507",181.29,100.00%,"1,196",0,4.6,"1,201",0,1059,100%,20%,-100%,
10/13/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,996",131.54,100.00%,"1,097",0,251.5,"1,349",48,1158,81%,22%,-100%,
10/14/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,603",184.46,100.00%,"1,207",0,218.3,"1,425",41,1124,85%,21%,-100%,
10/15/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,026",264.23,100.00%,"1,217",0,0,"1,217",0,1151,100%,22%,-100%,
10/16/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,188",236.64,100.00%,"1,290",0,0,"1,290",0,1159,100%,22%,-100%,
10/17/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,981",196.92,100.00%,"1,171",0,233,"1,404",44,1132,83%,21%,-100%,
10/18/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,688",154.34,100.00%,"1,214",0,0,"1,214",0,1172,100%,22%,-100%,
10/19/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,054",199.30,100.00%,"1,244",0,293.2,"1,537",54,1147,81%,22%,-100%,
10/20/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,414",145.32,100.00%,"1,196",0,0,"1,196",0,1171,100%,22%,-100%,
10/21/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,864",94.28,100.00%,"1,176",0,0,"1,176",0,1180,100%,22%,-100%,
10/22/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,271",173.54,100.00%,"1,132",0,317.4,"1,449",61,1168,78%,22%,-100%,
10/23/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,328",241.25,100.00%,"1,164",0,259.4,"1,423",50,1118,82%,21%,-100%,
10/24/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,709",286.70,100.00%,"1,191",0,0,"1,191",0,1064,100%,20%,-100%,
10/25/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,185",137.78,100.00%,"1,150",0,0,"1,150",0,1133,100%,21%,-100%,
10/26/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,359",176.42,100.00%,"1,176",0,320.7,"1,497",60,1082,79%,20%,-100%,
10/27/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,115",168.38,100.00%,"1,126",0,5.2,"1,131",0,1091,100%,20%,-100%,
10/28/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,531",149.16,100.00%,"1,242",0,0,"1,242",0,1145,100%,21%,-100%,
10/29/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,327",142.44,100.00%,"1,103",0,279.7,"1,383",52,1161,80%,22%,-100%,
10/30/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,489",81.94,100.00%,"1,123",0,258.1,"1,381",47,1205,81%,23%,-100%,
10/31/2020,2020,10,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,218",105.95,100.00%,"1,123",0,0,"1,123",0,1159,100%,22%,-100%,
11/01/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,755",222.38,100.00%,"1,305",0,319.2,"1,624",60,1166,80%,22%,-100%,
11/02/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,999",197.50,100.00%,"1,284",0,30.5,"1,315",0,1180,98%,22%,-100%,
11/03/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,814",290.18,100.00%,"1,302",0,11.8,"1,314",0,1182,99%,22%,-100%,
11/04/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,524",148.94,100.00%,"1,150",0,231.8,"1,382",42,1202,83%,23%,-100%,
11/05/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,314",142.02,100.00%,1245,0,20.1,1265.1,0,1212,98%,23%,-100%,
11/06/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,631",86.62,100.00%,981,0,326.2,"1,307",60,1201,75%,23%,-100%,
11/07/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,041",231.81,100.00%,"1,335",0,355.1,"1,690",61,1249,79%,23%,-100%,
11/08/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,546",248.43,100.00%,"1,382",0,36.7,"1,419",0,1273,97%,24%,-100%,
11/09/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,837",225.08,100.00%,"1,237",0,54.5,"1,292",2,1265,96%,24%,-100%,
11/10/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,596",118.40,100.00%,"1,212",0,367.3,"1,579",61,1235,77%,23%,-100%,
11/11/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,267",140.47,100.00%,"1,139",0,62.3,"1,201",0,1261,95%,24%,-100%,
11/12/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,733",221.67,100.00%,"1,309",0,386,"1,695",61,1250,77%,23%,-100%,
11/13/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,826",191.79,100.00%,"1,341",0,62,"1,403",0,1253,96%,23%,-100%,
11/14/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,049",199.15,100.00%,"1,314",0,72.6,"1,387",0,1274,95%,24%,-100%,
11/15/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,734",155.85,100.00%,"1,185",0,234.6,"1,420",44,1199,83%,22%,-100%,
11/16/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,227",204.99,100.00%,"1,311",0,45.6,"1,357",0,1230,97%,23%,-100%,
11/17/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,021",198.21,100.00%,"1,211",0,123,"1,334",33,1262,91%,24%,-100%,
11/18/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,893",194.01,100.00%,"2,403",0,287.7,"2,691",55,1270,89%,24%,-100%,
11/19/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,158",169.81,100.00%,"1,620",0,0,"1,620",0,1306,100%,24%,-100%,
11/20/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,786",190.50,100.00%,"1,507",0,0,"1,507",0,1320,100%,25%,-100%,
11/21/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,068",166.85,100.00%,"1,473",0,0,"1,473",0,1325,100%,25%,-100%,
11/22/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,317",207.96,100.00%,"1,675",0,0,"1,675",0,1326,100%,25%,-100%,
11/23/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,402",276.62,100.00%,"1,682",0,0,"1,682",0,1454,100%,27%,-100%,
11/24/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,271",140.61,100.00%,"1,860",0,0,"1,860",0,1401,100%,26%,-100%,
11/25/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,807",92.42,100.00%,"1,618",0,0,"1,618",0,1407,100%,26%,-100%,
11/26/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,179",236.36,100.00%,"1,613",0,0,"1,613",0,1337,100%,25%,-100%,
11/27/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,793",256.55,100.00%,"1,493",0,0,"1,493",0,1307,100%,25%,-100%,
11/28/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,345",208.90,100.00%,"1,464",0,0,"1,464",0,1332,100%,25%,-100%,
11/29/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"2,609",85.88,100.00%,"1,571",0,5.3,"1,576",0,1287,100%,24%,-100%,
11/30/2020,2020,11,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,196",236.89,100.00%,"1,574",0,0,"1,574",0,1403,100%,26%,-100%,
12/01/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,979",295.59,100.00%,"1,732",0,0,"1,732",0,1369,100%,26%,-100%,
12/02/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,939",129.69,100.00%,"1,604",0,0,"1,604",0,1366,100%,26%,-100%,
12/03/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,069",101.02,100.00%,"1,614",0,0,"1,614",0,1411,100%,26%,-100%,
12/04/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"3,599",118.48,100.00%,"1,624",0,0,"1,624",0,1377,100%,26%,-100%,
12/05/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"4,223",139.04,100.00%,"1,474",0,0,"1,474",0,1249,100%,23%,-100%,
12/06/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,450",245.28,100.00%,"1,529",0,0,"1,529",0,1339,100%,25%,-100%,
12/07/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,271",206.46,100.00%,"1,516",0,0,"1,516",0,1387,100%,26%,-100%,
12/08/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,813",224.30,100.00%,"1,751",0,0,"1,751",0,1416,100%,27%,-100%,
12/09/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,570",183.37,100.00%,"1,696",0,0,"1,696",0,1451,100%,27%,-100%,
12/10/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,136",234.94,100.00%,"1,655",0,0,"1,655",0,1430,100%,27%,-100%,
12/11/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,616",250.74,100.00%,"1,741",0,0,"1,741",0,1420,100%,27%,-100%,
12/12/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"7,289",239.98,100.00%,"1,642",0,0,"1,642",0,1386,100%,26%,-100%,
12/13/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"5,942",195.62,100.00%,"1,607",0,0,"1,607",0,1390,100%,26%,-100%,
12/14/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"6,434",211.83,100.00%,"1,695",0,0,"1,695",0,1409,100%,26%,-100%,
12/15/2020,2020,12,S1,Feb-2020,100.00%,"4,095",0,"1,696","5,791",475,"8,150",268.32,100.00%,"1,702",0,0,"1,702",0,1441,100%,27%,-100%,
